POPESTIMATE2019,fips
14105,12013
188910,12015
149657,12017
219252,12019
384902,12021
71686,12023
38001,12027
16826,12029
957755,12031
318316,12033
115081,12035
12125,12037
45660,12039
18582,12041
13811,12043
13639,12045
14428,12047
26937,12049
42022,12051
193920,12053
106221,12055
1471968,12057
19617,12059
159923,12061
46414,12063
14246,12065
8422,12067
367118,12069
770577,12071
293582,12073
41503,12075
8354,12077
18493,12079
403253,12081
365579,12083
161000,12085
2716940,12086
74228,12087
88625,12089
210738,12091
42168,12093
1393452,12095
375751,12097
1496770,12099
553947,12101
974996,12103
724777,12105
74521,12107
264672,12109
328297,12111
184313,12113
433742,12115
471826,12117
132420,12119
44417,12121
21569,12123
15237,12125
553284,12127
33739,12129
74071,12131
25473,12133
10617423,13000
18386,13001
8165,13003
11164,13005
3038,13007
44890,13009
19234,13011
83240,13013
107738,13015
16700,13017
19397,13019
153159,13021
12873,13023
19109,13025
15457,13027
39627,13029
79608,13031
22383,13033
24936,13035
6189,13037
54666,13039
10803,13043
119992,13045
67580,13047
13392,13049
289430,13051
10907,13053
24789,13055
258773,13057
128331,13059
2834,13061
292256,13063
6618,13065
760141,13067
43273,13069
45600,13071
156714,13073
17270,13075
148509,13077
12404,13079
22372,13081
16116,13083
26108,13085
26404,13087
759297,13089
20605,13091
13390,13093
87956,13095
146343,13097
10190,13099
4006,13101
64296,13103
19194,13105
22646,13107
10654,13109
26188,13111
114421,13113
98498,13115
244252,13117
23349,13119
1063937,13121
31369,13123
2971,13125
85292,13127
57963,13129
24633,13131
18324,13133
936250,13135
45328,13137
204441,13139
8457,13141
29792,13143
35236,13145
26205,13147
11923,13149
234561,13151
157863,13153
9416,13155
72977,13157
14219,13159
15115,13161
15362,13163
8676,13165
9643,13167
28735,13169
19077,13171
10423,13173
47546,13175
29992,13177
61435,13179
7921,13181
19559,13183
117406,13185
33610,13187
21312,13189
14378,13191
12947,13193
29880,13195
8359,13197
21167,13199
5718,13201
21863,13205
27578,13207
9172,13209
19276,13211
40096,13213
195769,13215
111744,13217
40280,13219
15259,13221
168667,13223
27546,13225
32591,13227
19465,13229
18962,13231
42613,13233
11137,13235
22119,13237
2299,13239
17137,13241
6778,13243
202518,13245
90896,13247
5257,13249
13966,13251
8090,13253
66703,13255
25925,13257
6621,13259
29524,13261
6195,13263
1537,13265
25286,13267
8020,13269
15860,13271
8531,13273
44451,13275
40644,13277
26830,13279
12037,13281
6901,13283
69922,13285
7985,13287
8120,13289
24511,13291
26320,13293
69761,13295
94593,13297
35734,13299
5254,13301
20374,13303
29927,13305
2607,13307
7855,13309
30798,13311
104628,13313
8635,13315
9777,13317
8954,13319
20247,13321
1415872,15000
201513,15001
974563,15003
86,15005
72293,15007
167417,15009
1787065,16000
481587,16001
4294,16003
87808,16005
6125,16007
9298,16009
46811,16011
23021,16013
7831,16015
45739,16017
119062,16019
12245,16021
2597,16023
1106,16025
229849,16027
7155,16029
24030,16031
845,16033
8756,16035
4315,16037
27511,16039
13876,16041
13099,16043
18112,16045
15179,16047
16667,16049
29871,16051
24412,16053
165697,16055
40108,16057
8027,16059
3838,16061
5366,16063
39907,16065
21039,16067
40408,16069
4531,16071
11823,16073
23951,16075
7681,16077
12882,16079
12142,16081
86878,16083
11392,16085
10194,16087
12671821,17000
65435,17001
5761,17003
16426,17005
53544,17007
6578,17009
32628,17011
4739,17013
14305,17015
12147,17017
209689,17019
32304,17021
15441,17023
13184,17025
37562,17027
50621,17029
5150233,17031
18667,17033
10766,17035
104897,17037
15638,17039
19465,17041
922921,17043
17161,17045
6395,17047
34008,17049
21336,17051
12961,17053
38469,17055
34340,17057
4828,17059
12969,17061
51054,17063
8116,17065
17708,17067
3821,17069
6646,17071
48913,17073
27114,17075
56750,17077
9610,17079
37684,17081
21773,17083
21235,17085
12417,17087
532403,17089
109862,17091
128990,17093
49699,17095
696535,17097
108669,17099
15678,17101
34096,17103
35648,17105
28618,17107
29682,17109
307774,17111
171517,17113
104009,17115
44926,17117
262966,17119
37205,17121
11438,17123
13359,17125
13772,17127
12196,17129
15437,17131
34637,17133
28414,17135
33658,17137
14501,17139
50643,17141
179179,17143
20916,17145
16344,17147
15561,17149
4177,17151
5335,17153
5739,17155
31782,17157
15513,17159
141879,17161
259686,17163
23491,17165
194672,17167
6768,17169
4951,17171
21634,17173
5342,17175
44498,17177
131803,17179
16653,17181
75758,17183
11520,17185
16844,17187
13887,17189
16215,17191
13537,17193
55175,17195
690743,17197
66597,17199
282572,17201
38459,17203
6732219,18000
35777,18001
379299,18003
83779,18005
8748,18007
11758,18009
67843,18011
15092,18013
20257,18015
37689,18017
118302,18019
26225,18021
32399,18023
10577,18025
33351,18027
49458,18029
26559,18031
43475,18033
114135,18035
42736,18037
206341,18039
23102,18041
78522,18043
16346,18045
22758,18047
19974,18049
33659,18051
65769,18053
31922,18055
338011,18057
78168,18059
40515,18061
170311,18063
47972,18065
82544,18067
36520,18069
44231,18071
33562,18073
20436,18075
32308,18077
27735,18079
158167,18081
36594,18083
79456,18085
39614,18087
485493,18089
109888,18091
45370,18093
129569,18095
964582,18097
46258,18099
10255,18101
35516,18103
148431,18105
38338,18107
70489,18109
13984,18111
47744,18113
5875,18115
19646,18117
20799,18119
16937,18121
19169,18123
12389,18125
170389,18127
25427,18129
12353,18131
37576,18133
24665,18135
28324,18137
16581,18139
271826,18141
23873,18143
44729,18145
20277,18147
22995,18149
34594,18151
20669,18153
10751,18155
195732,18157
15148,18159
7054,18161
181451,18163
15498,18165
107038,18167
30996,18169
8265,18171
62998,18173
28036,18175
65884,18177
28296,18179
24102,18181
33964,18183
3155070,19000
7152,19001
3602,19003
13687,19005
12426,19007
5496,19009
25645,19011
131228,19013
26234,19015
25062,19017
21175,19019
19620,19021
14439,19023
9668,19025
20165,19027
12836,19029
18627,19031
42450,19033
11235,19035
11933,19037
9395,19039
16016,19041
17549,19043
46429,19045
16820,19047
93453,19049
9000,19051
7870,19053
17011,19055
38967,19057
17258,19059
97311,19061
9208,19063
19650,19065
15642,19067
10070,19069
6960,19071
8888,19073
12232,19075
10689,19077
14773,19079
10630,19081
16846,19083
14049,19085
19954,19087
9158,19089
9558,19091
6860,19093
16184,19095
19439,19097
37185,19099
18295,19101
151140,19103
20681,19105
10246,19107
14813,19109
33657,19111
226706,19113
11035,19115
8600,19117
11755,19119
16338,19121
22095,19123
33253,19125
39369,19127
15109,19129
10586,19131
8615,19133
7707,19135
9917,19137
42664,19139
13753,19141
5958,19143
15107,19145
8886,19147
25177,19149
6619,19151
490161,19153
93206,19155
18504,19157
4894,19159
9721,19161
172943,19163
11454,19165
34855,19167
97117,19169
16854,19171
6121,19173
12241,19175
7044,19177
34969,19179
51466,19181
21965,19183
6441,19185
35904,19187
10354,19189
19991,19191
103107,19193
7381,19195
12562,19197
2913314,20000
12369,20001
7858,20003
16073,20005
4427,20007
25779,20009
14534,20011
9564,20013
66911,20015
2648,20017
3250,20019
19939,20021
2657,20023
1994,20025
8002,20027
8786,20029
8179,20031
1700,20033
34908,20035
38818,20037
2827,20039
18466,20041
7600,20043
122259,20045
2798,20047
2530,20049
28553,20051
6102,20053
36467,20055
33619,20057
25544,20059
31670,20061
2636,20063
2482,20065
7150,20067
5988,20069
1232,20071
5982,20073
2539,20075
5436,20077
34429,20079
3968,20081
1794,20083
13171,20085
19043,20087
2879,20089
602401,20091
3838,20093
7152,20095
2475,20097
19618,20099
1535,20101
81758,20103
2962,20105
9703,20107
2794,20109
33195,20111
28542,20113
11884,20115
9707,20117
4033,20119
34237,20121
5979,20123
31829,20125
5620,20127
2587,20129
10231,20131
16007,20133
2750,20135
5361,20137
15949,20139
3421,20141
5704,20143
6414,20145
5234,20147
24383,20149
9164,20151
2530,20153
61998,20155
4636,20157
9537,20159
74232,20161
4920,20163
3036,20165
6856,20167
54224,20169
4823,20171
516042,20173
21428,20175
176875,20177
2521,20179
5917,20181
3583,20183
4156,20185
2006,20187
5485,20189
22836,20191
7777,20193
2803,20195
6931,20197
1518,20199
5406,20201
2119,20203
8525,20205
3138,20207
165429,20209
4467673,21000
19202,21001
21315,21003
22747,21005
7888,21007
44249,21009
12500,21011
26032,21013
133581,21015
19788,21017
46718,21019
30060,21021
8303,21023
12630,21025
20477,21027
81676,21029
12879,21031
12747,21033
39001,21035
93584,21037
4760,21039
10631,21041
26797,21043
16159,21045
70461,21047
36263,21049
19901,21051
10218,21053
8806,21055
6614,21057
101511,21059
12150,21061
7517,21063
14106,21065
323152,21067
14581,21069
35589,21071
50991,21073
5969,21075
8869,21077
17666,21079
25069,21081
37266,21083
26427,21085
10941,21087
35098,21089
8722,21091
110958,21093
26010,21095
18886,21097
19035,21099
45210,21101
16126,21103
4380,21105
44686,21107
13329,21109
766757,21111
54115,21113
22188,21115
166998,21117
14806,21119
31145,21121
14398,21123
60813,21125
15317,21127
7403,21129
9877,21131
21553,21133
13275,21135
24549,21137
9194,21139
27102,21141
8210,21143
65418,21145
17231,21147
9207,21149
92987,21151
12161,21153
19273,21155
31100,21157
11195,21159
17070,21161
28572,21163
6489,21165
21933,21167
10071,21169
10650,21171
28157,21173
13309,21175
30622,21177
46233,21179
7269,21181
23994,21183
66799,21185
10901,21187
4415,21189
14590,21191
25758,21193
57876,21195
12359,21197
64979,21199
2108,21201
16695,21203
24460,21205
17923,21207
57004,21209
49024,21211
18572,21213
19351,21215
25769,21217
12294,21219
14651,21221
8471,21223
14381,21225
132896,21227
12095,21229
20333,21231
12942,21233
36264,21235
7157,21237
26734,21239
4648794,22000
62045,22001
25627,22003
126604,22005
21891,22007
40144,22009
37497,22011
13241,22013
127039,22015
240204,22017
203436,22019
9918,22021
6973,22023
9494,22025
15670,22027
19259,22029
27463,22031
440059,22033
6861,22035
19135,22037
33395,22039
20015,22041
22389,22043
69830,22045
32511,22047
15744,22049
432493,22051
31368,22053
244390,22055
97614,22057
14892,22059
46742,22061
140789,22063
10951,22065
24874,22067
38158,22069
390144,22071
153279,22073
23197,22075
21730,22077
129648,22079
8442,22081
20122,22083
23884,22085
47244,22087
53100,22089
10132,22091
21096,22093
42837,22095
82124,22097
53431,22099
49348,22101
260419,22103
134758,22105
4334,22107
110461,22109
22108,22111
59511,22113
47429,22115
46194,22117
38340,22119
26465,22121
10830,22123
15568,22125
13904,22127
1344212,23000
108277,23001
67055,23003
295003,23005
30199,23007
54987,23009
122302,23011
39772,23013
34634,23015
57975,23017
152148,23019
16785,23021
35856,23023
50484,23025
39715,23027
31379,23029
207641,23031
6045680,24000
70416,24001
579234,24003
827370,24005
92525,24009
33406,24011
168447,24013
102855,24015
163257,24017
31929,24019
259547,24021
29014,24023
255441,24025
325690,24027
19422,24029
1050688,24031
909327,24033
50381,24035
113510,24037
25616,24039
37181,24041
151049,24043
103609,24045
52276,24047
593490,24510
6892503,25000
212990,25001
124944,25003
565217,25005
17332,25007
789034,25009
70180,25011
466372,25013
160830,25015
1611699,25017
11399,25019
706775,25021
521202,25023
803907,25025
830622,25027
9986857,26000
10405,26001
9108,26003
118081,26005
28405,26007
23324,26009
14883,26011
8209,26013
61550,26015
103126,26017
17766,26019
153401,26021
43517,26023
134159,26025
51787,26027
26143,26029
25276,26031
37349,26033
30950,26035
79595,26037
14029,26039
35784,26041
25239,26043
110268,26045
33415,26047
405813,26049
25449,26051
13975,26053
93088,26055
40711,26057
45605,26059
35684,26061
30981,26063
292406,26065
64697,26067
25127,26069
11066,26071
69872,26073
158510,26075
265066,26077
18038,26079
656955,26081
2116,26083
11853,26085
87607,26087
21761,26089
98451,26091
191995,26093
6229,26095
10799,26097
873972,26099
24558,26101
66699,26103
29144,26105
43453,26107
22780,26109
83156,26111
15118,26113
150500,26115
63888,26117
9328,26119
173566,26121
48980,26123
1257584,26125
26467,26127
20997,26129
5720,26131
23460,26133
8241,26135
24668,26137
291830,26139
12592,26141
24019,26143
190539,26145
159128,26147
60964,26149
41170,26151
8094,26153
68122,26155
52245,26157
75677,26159
367601,26161
1749343,26163
33631,26165
5639632,27000
15886,27001
356921,27003
34423,27005
47188,27007
40889,27009
4991,27011
67653,27013
25008,27015
35871,27017
105089,27019
29779,27021
11800,27023
56579,27025
64222,27027
8818,27029
5463,27031
11196,27033
65055,27035
429021,27037
20934,27039
38141,27041
13653,27043
21067,27045
30281,27047
46340,27049
5972,27051
1265843,27053
18600,27055
21491,27057
40596,27059
45130,27061
9846,27063
16337,27065
43199,27067
4298,27069
12229,27071
6623,27073
10641,27075
3740,27077
28887,27079
5639,27081
25474,27083
35893,27085
5527,27087
9336,27089
19683,27091
23222,27093
26277,27095
33386,27097
40062,27099
8194,27101
34274,27103
21629,27105
6375,27107
158293,27109
58746,27111
14119,27113
29579,27115
9126,27117
31364,27119
11249,27121
550321,27123
4055,27125
15170,27127
14548,27129
66972,27131
9315,27133
15165,27135
199070,27137
149013,27139
97238,27141
14865,27143
161075,27145
36649,27147
9805,27149
9266,27151
24664,27153
3259,27155
21627,27157
13682,27159
18612,27161
262440,27163
10897,27165
6207,27167
50484,27169
138377,27171
9709,27173
2976149,28000
30693,28001
36953,28003
12297,28005
18174,28007
8259,28009
30628,28011
14361,28013
9947,28015
17103,28017
8210,28019
8988,28021
15541,28023
19316,28025
22124,28027
28065,28029
18636,28031
184945,28033
74897,28035
7713,28037
24500,28039
13586,28041
20758,28043
47632,28045
208080,28047
231840,28049
17010,28051
8064,28053
1327,28055
23390,28057
143617,28059
16383,28061
6990,28063
11128,28065
68098,28067
9742,28069
54019,28071
63343,28073
74125,28075
12586,28077
22786,28079
85436,28081
28183,28083
34153,28085
58595,28087
106272,28089
24573,28091
35294,28093
35252,28095
9775,28097
29118,28099
21018,28101
10417,28103
49587,28105
34192,28107
55535,28109
11973,28111
39288,28113
32174,28115
25126,28117
6792,28119
155271,28121
28124,28123
4321,28125
26658,28127
15916,28129
18336,28131
25110,28133
13809,28135
28321,28137
22015,28139
19383,28141
9632,28143
28815,28145
14286,28147
45381,28149
43909,28151
20183,28153
9689,28155
8630,28157
17955,28159
12108,28161
29690,28163
6137428,29000
25343,29001
17712,29003
5143,29005
25388,29007
35789,29009
11754,29011
16172,29013
19443,29015
12133,29017
180463,29019
87364,29021
42478,29023
9020,29025
44743,29027
46305,29029
78871,29031
8679,29033
5982,29035
105780,29037
14349,29039
7426,29041
88595,29043
6797,29045
249948,29047
20387,29049
76745,29051
17709,29053
23920,29055
7561,29057
16878,29059
8278,29061
12547,29063
15573,29065
13185,29067
29131,29069
103967,29071
14706,29073
6571,29075
293086,29077
9850,29079
8352,29081
21824,29083
9544,29085
4403,29087
10001,29089
40117,29091
10125,29093
703011,29095
121328,29097
225081,29099
54062,29101
3959,29103
35723,29105
32708,29107
38355,29109
9776,29111
59013,29113
11920,29115
15227,29117
22837,29119
15117,29121
12088,29123
8697,29125
28530,29127
3617,29129
25619,29131
13180,29133
16132,29135
8644,29137
11551,29139
20627,29141
17076,29143
58236,29145
22092,29147
10529,29149
13615,29151
9174,29153
15805,29155
19136,29157
42339,29159
44573,29161
18302,29163
104418,29165
32149,29167
52607,29169
4696,29171
10309,29173
24748,29175
23018,29177
6270,29179
13288,29181
402022,29183
9397,29185
17894,29186
67215,29187
994205,29189
22761,29195
4660,29197
4902,29199
38280,29201
8166,29203
5930,29205
29025,29207
31952,29209
6089,29211
55928,29213
25398,29215
20563,29217
35649,29219
24730,29221
12873,29223
39592,29225
2013,29227
18289,29229
300576,29510
1068778,30000
9453,30001
13319,30003
6681,30005
6237,30007
10725,30009
1252,30011
81366,30013
5635,30015
11402,30017
1690,30019
8613,30021
9140,30023
2846,30025
11050,30027
103806,30029
114434,30031
1258,30033
13753,30035
821,30037
3379,30039
16484,30041
12221,30043
2007,30045
30458,30047
69432,30049
2337,30051
19980,30053
1664,30055
8600,30057
1862,30059
4397,30061
119600,30063
4633,30065
16606,30067
487,30069
3954,30071
5911,30073
1682,30075
6890,30077
1077,30079
43806,30081
10803,30083
11004,30085
8937,30087
12113,30089
3309,30091
34915,30093
9642,30095
3737,30097
6147,30099
4736,30101
696,30103
7396,30105
2126,30107
969,30109
161300,30111
1934408,31000
31363,31001
6298,31003
463,31005
745,31007
465,31009
5192,31011
10783,31013
1919,31015
2955,31017
49659,31019
6459,31021
8016,31023
26248,31025
8402,31027
3924,31029
5689,31031
8910,31033
6203,31035
10709,31037
8846,31039
10777,31041
20026,31043
8589,31045
23595,31047
1794,31049
5636,31051
36565,31053
571327,31055
1693,31057
5462,31059
2979,31061
2627,31063
4676,31065
21513,31067
1837,31069
1969,31071
1990,31073
623,31075
2356,31077
61353,31079
9324,31081
3380,31083
922,31085
2762,31087
10067,31089
682,31091
6445,31093
7046,31095
5071,31097
6495,31099
8034,31101
806,31103
3632,31105
8332,31107
319090,31109
34914,31111
748,31113
664,31115
494,31117
35099,31119
7755,31121
4642,31123
3519,31125
6972,31127
4148,31129
16012,31131
2613,31133
2891,31135
9034,31137
7148,31139
33470,31141
5213,31143
10724,31145
7865,31147
1357,31149
14224,31151
187196,31153
21578,31155
35618,31157
17284,31159
5246,31161
3001,31163
1166,31165
5920,31167
5003,31169
722,31171
7224,31173
4158,31175
20729,31177
9385,31179
3487,31181
783,31183
13679,31185
3080156,32000
24909,32001
2266715,32003
48905,32005
52778,32007
873,32009
2029,32011
16831,32013
5532,32015
5183,32017
57510,32019
4505,32021
46523,32023
6725,32027
4123,32029
471519,32031
9580,32033
55916,32510
1359711,33000
61303,33001
48910,33003
76085,33005
31563,33007
89886,33009
417025,33011
151391,33013
309769,33015
130633,33017
43146,33019
8882190,34000
263670,34001
932202,34003
445349,34005
506471,34007
92039,34009
149527,34011
798975,34013
291636,34015
672391,34017
124371,34019
367430,34021
825062,34023
618795,34025
491845,34027
607186,34029
501826,34031
62385,34033
328934,34035
140488,34037
556341,34039
105267,34041
2096829,35000
679121,35001
3527,35003
64615,35005
26675,35006
11941,35007
48954,35009
1748,35011
218195,35013
58460,35015
26998,35017
4300,35019
625,35021
4198,35023
71070,35025
19572,35027
19369,35028
23709,35029
71367,35031
4521,35033
67490,35035
8253,35037
38921,35039
18500,35041
146748,35043
123958,35045
27277,35047
150358,35049
10791,35051
16637,35053
32723,35055
15461,35057
4059,35059
76688,35061
19453561,36000
305506,36001
46091,36003
1418207,36005
190488,36007
76117,36009
76576,36011
126903,36013
83456,36015
47207,36017
80485,36019
59461,36021
47581,36023
44135,36025
294218,36027
918702,36029
36885,36031
50022,36033
53383,36035
57280,36037
47188,36039
4416,36041
61319,36043
109834,36045
2559903,36047
26296,36049
62914,36051
70941,36053
741770,36055
49221,36057
1356924,36059
1628706,36061
209281,36063
228671,36065
460528,36067
109777,36069
384940,36071
40352,36073
117124,36075
59493,36077
98320,36079
2253858,36081
158714,36083
476143,36085
325789,36087
107740,36089
229863,36091
155299,36093
30999,36095
17807,36097
34016,36099
95379,36101
1476601,36103
75432,36105
48203,36107
102180,36109
177573,36111
63944,36113
61204,36115
89918,36117
967506,36119
39859,36121
24913,36123
10488084,37000
169509,37001
37497,37003
11137,37005
24446,37007
27203,37009
17557,37011
46994,37013
18947,37015
32722,37017
142820,37019
261191,37021
90485,37023
216453,37025
82178,37027
10867,37029
69473,37031
22604,37033
159551,37035
74470,37037
28612,37039
13943,37041
11231,37043
97947,37045
55508,37047
102139,37049
335509,37051
27763,37053
37009,37055
167609,37057
42846,37059
58741,37061
321488,37063
51472,37065
382295,37067
69685,37069
224529,37071
11562,37073
8441,37075
60443,37077
21069,37079
537174,37081
50010,37083
135976,37085
62317,37087
117417,37089
23677,37091
55234,37093
4937,37095
181806,37097
43938,37099
209339,37101
9419,37103
61779,37105
55949,37107
86111,37109
45756,37111
35858,37113
21755,37115
22440,37117
1110356,37119
14964,37121
27173,37123
100880,37125
94298,37127
234473,37129
19483,37131
197938,37133
148476,37135
12726,37137
39824,37139
63060,37141
13463,37143
39490,37145
180742,37147
20724,37149
143667,37151
44829,37153
130625,37155
91010,37157
142088,37159
67029,37161
63531,37163
34823,37165
62806,37167
45591,37169
71783,37171
14271,37173
34385,37175
4016,37177
239859,37179
44535,37181
1111761,37183
19731,37185
11580,37187
56177,37189
123131,37191
68412,37193
81801,37195
37667,37197
18069,37199
762062,38000
2216,38001
10415,38003
6832,38005
928,38007
6282,38009
3024,38011
2115,38013
95626,38015
181923,38017
3762,38019
4872,38021
2264,38023
4424,38025
2287,38027
3241,38029
3210,38031
1761,38033
69451,38035
2274,38037
2231,38039
2499,38041
2480,38043
4046,38045
1850,38047
5745,38049
2497,38051
15024,38053
9450,38055
8187,38057
31364,38059
10545,38061
2879,38063
1959,38065
6801,38067
3975,38069
11519,38071
5218,38073
2327,38075
16177,38077
14176,38079
3898,38081
1315,38083
4230,38085
750,38087
31489,38089
1890,38091
20704,38093
2189,38095
8036,38097
10641,38099
67641,38101
3834,38103
37589,38105
11689100,39000
27698,39001
102351,39003
53484,39005
97241,39007
65327,39009
45656,39011
67006,39013
43432,39015
383134,39017
26914,39019
38885,39021
134083,39023
206428,39025
41968,39027
101883,39029
36600,39031
41494,39033
1235072,39035
51113,39037
38087,39039
209177,39041
74266,39043
157574,39045
28525,39047
1316756,39049
42126,39051
29898,39053
93649,39055
168937,39057
38875,39059
817473,39061
75783,39063
31365,39065
15040,39067
27006,39069
43161,39071
28264,39073
43960,39075
58266,39077
32413,39079
65325,39081
62322,39083
230149,39085
59463,39087
176862,39089
45672,39091
309833,39093
428348,39095
44731,39097
228683,39099
65093,39101
179746,39103
22907,39105
41172,39107
106987,39109
13654,39111
531687,39113
14508,39115
35328,39117
86215,39119
14424,39121
40525,39123
18672,39125
36134,39127
58457,39129
27772,39131
162466,39133
40882,39135
33861,39137
121154,39139
76666,39141
58518,39143
75314,39145
55178,39147
48590,39149
370606,39151
541013,39153
197974,39155
91987,39157
58988,39159
28275,39161
13085,39163
234602,39165
59911,39167
115710,39169
36692,39171
130817,39173
21772,39175
3956971,40000
22194,40001
5702,40003
13758,40005
5311,40007
21859,40009
9429,40011
47995,40013
28762,40015
148306,40017
48111,40019
48657,40021
14672,40023
2137,40025
284014,40027
5495,40029
120749,40031
5666,40033
14142,40035
71522,40037
29003,40039
43009,40041
4891,40043
3859,40045
61056,40047
27711,40049
55834,40051
4333,40053
5712,40055
2653,40057
3688,40059
12627,40061
13279,40063
24530,40065
6002,40067
11085,40069
43538,40071
15765,40073
8708,40075
10073,40077
49853,40079
34877,40081
48011,40083
10253,40085
40474,40087
32832,40089
19596,40091
7629,40093
16931,40095
41100,40097
14073,40099
67997,40101
11131,40103
10076,40105
11993,40107
797434,40109
38465,40111
46963,40113
31127,40115
16376,40117
81784,40119
43654,40121
38284,40123
72592,40125
11096,40127
3583,40129
92459,40131
24258,40133
41569,40135
43143,40137
19983,40139
7250,40141
651552,40143
81289,40145
51527,40147
10916,40149
8793,40151
20211,40153
4217737,41000
16124,41001
93053,41003
418187,41005
40224,41007
52354,41009
64487,41011
24404,41013
22925,41015
197692,41017
110980,41019
1912,41021
7199,41023
7393,41025
23382,41027
220944,41029
24658,41031
87487,41033
68238,41035
7869,41037
382067,41039
49962,41041
129749,41043
30571,41045
347818,41047
11603,41049
812855,41051
86085,41053
1780,41055
27036,41057
77950,41059
26835,41061
7208,41063
26682,41065
601592,41067
1332,41069
107100,41071
12801989,42000
103009,42001
1216045,42003
64735,42005
163929,42007
47888,42009
421164,42011
121829,42013
60323,42015
628270,42017
187853,42019
130192,42021
4447,42023
64182,42025
162385,42027
524989,42029
38438,42031
79255,42033
38632,42035
64964,42037
84629,42039
253370,42041
278299,42043
566747,42045
29910,42047
269728,42049
129274,42051
7247,42053
155027,42055
14530,42057
36233,42059
45144,42061
84073,42063
43425,42065
24763,42067
209674,42069
545724,42071
85512,42073
141793,42075
