"state","State_name","Population","date","category","count","dataQualityGrade"
"WA","Washington *",7614893,2020-05-04,"positive",16262,"B"
"WI","Wisconsin ",5822434,2020-05-04,"positive",8236,"A+"
"WV","West Virginia *",1792147,2020-05-04,"positive",1206,"B"
"AK","Alaska ",731545,2020-05-03,"positive",368,"A"
"AL","Alabama *",4903185,2020-05-03,"positive",7725,"B"
"AR","Arkansas ",3017804,2020-05-03,"positive",3431,"A"
"AZ","Arizona ",7278717,2020-05-03,"positive",8640,"A+"
"CA","California *",39512223,2020-05-03,"positive",53616,"B"
"CO","Colorado ",5758736,2020-05-03,"positive",16225,"A"
"CT","Connecticut *",3565287,2020-05-03,"positive",29287,"B"
"DC","District of Columbia ",705749,2020-05-03,"positive",5016,"A+"
"DE","Delaware ",973764,2020-05-03,"positive",5208,"A"
"FL","Florida ",21477737,2020-05-03,"positive",36078,"A"
"GA","Georgia ",10617423,2020-05-03,"positive",28602,"A"
"GU","Guam *",167772,2020-05-03,"positive",150,"B"
"IA","Iowa ",3155070,2020-05-03,"positive",9169,"A+"
"ID","Idaho ",1787065,2020-05-03,"positive",2061,"A"
"IL","Illinois ",16980127,2020-05-03,"positive",61499,"A"
"IN","Indiana ",6732219,2020-05-03,"positive",19933,"A+"
"KS","Kansas ",2913314,2020-05-03,"positive",5030,"A"
"KY","Kentucky ",4467673,2020-05-03,"positive",4879,"A"
"LA","Louisiana *",4648794,2020-05-03,"positive",29340,"B"
"MA","Massachusetts ",6892503,2020-05-03,"positive",68087,"A+"
"MD","Maryland *",6045680,2020-05-03,"positive",25462,"B"
"ME","Maine *",1344212,2020-05-03,"positive",1185,"B"
"MI","Michigan ",9986857,2020-05-03,"positive",43754,"A+"
"MN","Minnesota ",5639632,2020-05-03,"positive",6663,"A"
"MO","Missouri *",6840439,2020-05-03,"positive",8386,"B"
"MS","Mississippi ",2976149,2020-05-03,"positive",7550,"A"
"NC","North Carolina ",10488084,2020-05-03,"positive",11664,"A"
"NH","New Hampshire *",1359711,2020-05-03,"positive",2429,"B"
"NJ","New Jersey ",8882190,2020-05-03,"positive",126744,"A+"
"NV","Nevada ",3080156,2020-05-03,"positive",5426,"A+"
"NY","New York ",19453561,2020-05-03,"positive",316415,"A"
"OH","Ohio *",11689100,2020-05-03,"positive",19914,"B"
"OK","Oklahoma ",3956971,2020-05-03,"positive",3972,"A+"
"OR","Oregon ",4217737,2020-05-03,"positive",2680,"A+"
"PA","Pennsylvania ",12801989,2020-05-03,"positive",49267,"A+"
"PR","Puerto Rico *",2933408,2020-05-03,"positive",1808,"B"
"RI","Rhode Island ",1059361,2020-05-03,"positive",9477,"A+"
"SC","South Carolina ",5148714,2020-05-03,"positive",6626,"A"
"SD","South Dakota *",884659,2020-05-03,"positive",2631,"B"
"TN","Tennessee *",6829174,2020-05-03,"positive",13177,"B"
"TX","Texas *",28995881,2020-05-03,"positive",31548,"B"
"UT","Utah *",3205958,2020-05-03,"positive",5175,"B"
"VA","Virginia ",8535519,2020-05-03,"positive",18671,"A+"
"VT","Vermont *",623989,2020-05-03,"positive",901,"B"
"WA","Washington *",7614893,2020-05-03,"positive",15888,"B"
"WI","Wisconsin ",5822434,2020-05-03,"positive",7964,"A+"
"WV","West Virginia *",1792147,2020-05-03,"positive",1191,"B"
"AK","Alaska ",731545,2020-05-02,"positive",365,"A"
"AL","Alabama *",4903185,2020-05-02,"positive",7434,"B"
"AR","Arkansas ",3017804,2020-05-02,"positive",3372,"A"
"AZ","Arizona ",7278717,2020-05-02,"positive",8364,"A+"
"CA","California *",39512223,2020-05-02,"positive",52197,"B"
"CO","Colorado ",5758736,2020-05-02,"positive",15768,"A"
"CT","Connecticut *",3565287,2020-05-02,"positive",28764,"B"
"DC","District of Columbia ",705749,2020-05-02,"positive",4797,"A+"
"DE","Delaware ",973764,2020-05-02,"positive",5038,"A"
"FL","Florida ",21477737,2020-05-02,"positive",35463,"A"
"GA","Georgia ",10617423,2020-05-02,"positive",28306,"A"
"GU","Guam *",167772,2020-05-02,"positive",148,"B"
"IA","Iowa ",3155070,2020-05-02,"positive",8641,"A+"
"ID","Idaho ",1787065,2020-05-02,"positive",2035,"A"
"IL","Illinois ",16980127,2020-05-02,"positive",58505,"A"
"IN","Indiana ",6732219,2020-05-02,"positive",19295,"A+"
"KS","Kansas ",2913314,2020-05-02,"positive",4746,"A"
"KY","Kentucky ",4467673,2020-05-02,"positive",4879,"A"
"LA","Louisiana *",4648794,2020-05-02,"positive",29140,"B"
"MA","Massachusetts ",6892503,2020-05-02,"positive",66263,"A+"
"MD","Maryland *",6045680,2020-05-02,"positive",24473,"B"
"ME","Maine *",1344212,2020-05-02,"positive",1152,"B"
"MI","Michigan ",9986857,2020-05-02,"positive",43207,"A+"
"MN","Minnesota ",5639632,2020-05-02,"positive",6228,"A"
"MO","Missouri *",6840439,2020-05-02,"positive",8154,"B"
"MS","Mississippi ",2976149,2020-05-02,"positive",7441,"A"
"NC","North Carolina ",10488084,2020-05-02,"positive",11509,"A"
"NH","New Hampshire *",1359711,2020-05-02,"positive",2310,"B"
"NJ","New Jersey ",8882190,2020-05-02,"positive",123717,"A+"
"NV","Nevada ",3080156,2020-05-02,"positive",5311,"A+"
"NY","New York ",19453561,2020-05-02,"positive",312977,"A"
"OH","Ohio *",11689100,2020-05-02,"positive",19335,"B"
"OK","Oklahoma ",3956971,2020-05-02,"positive",3851,"A+"
"OR","Oregon ",4217737,2020-05-02,"positive",2635,"A+"
"PA","Pennsylvania ",12801989,2020-05-02,"positive",48305,"A+"
"PR","Puerto Rico *",2933408,2020-05-02,"positive",1757,"B"
"RI","Rhode Island ",1059361,2020-05-02,"positive",9289,"A+"
"SC","South Carolina ",5148714,2020-05-02,"positive",6489,"A"
"SD","South Dakota *",884659,2020-05-02,"positive",2588,"B"
"TN","Tennessee *",6829174,2020-05-02,"positive",12661,"B"
"TX","Texas *",28995881,2020-05-02,"positive",30522,"B"
"UT","Utah *",3205958,2020-05-02,"positive",4981,"B"
"VA","Virginia ",8535519,2020-05-02,"positive",17731,"A+"
"VT","Vermont *",623989,2020-05-02,"positive",896,"B"
"WA","Washington *",7614893,2020-05-02,"positive",15810,"B"
"WI","Wisconsin ",5822434,2020-05-02,"positive",7660,"A+"
"WV","West Virginia *",1792147,2020-05-02,"positive",1169,"B"
"AK","Alaska ",731545,2020-05-01,"positive",364,"A"
"AL","Alabama *",4903185,2020-05-01,"positive",7158,"B"
"AR","Arkansas ",3017804,2020-05-01,"positive",3321,"A"
"AZ","Arizona ",7278717,2020-05-01,"positive",7962,"A+"
"CA","California *",39512223,2020-05-01,"positive",50442,"B"
"CO","Colorado ",5758736,2020-05-01,"positive",15284,"A"
"CT","Connecticut *",3565287,2020-05-01,"positive",28764,"B"
"DC","District of Columbia ",705749,2020-05-01,"positive",4658,"A+"
"DE","Delaware ",973764,2020-05-01,"positive",4918,"A"
"FL","Florida ",21477737,2020-05-01,"positive",34728,"A"
"GA","Georgia ",10617423,2020-05-01,"positive",27270,"A"
"GU","Guam *",167772,2020-05-01,"positive",146,"B"
"IA","Iowa ",3155070,2020-05-01,"positive",7884,"A+"
"ID","Idaho ",1787065,2020-05-01,"positive",2015,"A"
"IL","Illinois ",16980127,2020-05-01,"positive",56055,"A"
"IN","Indiana ",6732219,2020-05-01,"positive",18630,"A+"
"KS","Kansas ",2913314,2020-05-01,"positive",4449,"A"
"KY","Kentucky ",4467673,2020-05-01,"positive",4708,"A"
"LA","Louisiana *",4648794,2020-05-01,"positive",28711,"B"
"MA","Massachusetts ",6892503,2020-05-01,"positive",64311,"A+"
"MD","Maryland *",6045680,2020-05-01,"positive",23472,"B"
"ME","Maine *",1344212,2020-05-01,"positive",1123,"B"
"MI","Michigan ",9986857,2020-05-01,"positive",42356,"A+"
"MN","Minnesota ",5639632,2020-05-01,"positive",5730,"A"
"MO","Missouri *",6840439,2020-05-01,"positive",7835,"B"
"MS","Mississippi ",2976149,2020-05-01,"positive",7212,"A"
"NC","North Carolina ",10488084,2020-05-01,"positive",10923,"A"
"NH","New Hampshire *",1359711,2020-05-01,"positive",2146,"B"
"NJ","New Jersey ",8882190,2020-05-01,"positive",121190,"A+"
"NV","Nevada ",3080156,2020-05-01,"positive",5227,"A+"
"NY","New York ",19453561,2020-05-01,"positive",308314,"A"
"OH","Ohio *",11689100,2020-05-01,"positive",18743,"B"
"OK","Oklahoma ",3956971,2020-05-01,"positive",3748,"A+"
"OR","Oregon ",4217737,2020-05-01,"positive",2579,"A+"
"PA","Pennsylvania ",12801989,2020-05-01,"positive",46971,"A+"
"PR","Puerto Rico *",2933408,2020-05-01,"positive",1575,"B"
"RI","Rhode Island ",1059361,2020-05-01,"positive",8962,"A+"
"SC","South Carolina ",5148714,2020-05-01,"positive",6258,"A"
"SD","South Dakota *",884659,2020-05-01,"positive",2525,"B"
"TN","Tennessee *",6829174,2020-05-01,"positive",11891,"B"
"TX","Texas *",28995881,2020-05-01,"positive",29229,"B"
"UT","Utah *",3205958,2020-05-01,"positive",4828,"B"
"VA","Virginia ",8535519,2020-05-01,"positive",16901,"A+"
"VT","Vermont *",623989,2020-05-01,"positive",885,"B"
"WA","Washington *",7614893,2020-05-01,"positive",15704,"B"
"WI","Wisconsin ",5822434,2020-05-01,"positive",7314,"A+"
"WV","West Virginia *",1792147,2020-05-01,"positive",1136,"B"
"AK","Alaska ",731545,2020-04-30,"positive",355,"A"
"AL","Alabama *",4903185,2020-04-30,"positive",7019,"B"
"AR","Arkansas ",3017804,2020-04-30,"positive",3255,"A"
"AZ","Arizona ",7278717,2020-04-30,"positive",7648,"A+"
"CA","California *",39512223,2020-04-30,"positive",48917,"B"
"CO","Colorado ",5758736,2020-04-30,"positive",14758,"A"
"CT","Connecticut *",3565287,2020-04-30,"positive",27700,"B"
"DC","District of Columbia ",705749,2020-04-30,"positive",4323,"A+"
"DE","Delaware ",973764,2020-04-30,"positive",4734,"A"
"FL","Florida ",21477737,2020-04-30,"positive",33690,"A"
"GA","Georgia ",10617423,2020-04-30,"positive",26155,"A"
"GU","Guam *",167772,2020-04-30,"positive",146,"B"
"IA","Iowa ",3155070,2020-04-30,"positive",7145,"A+"
"ID","Idaho ",1787065,2020-04-30,"positive",1984,"A"
"IL","Illinois ",16980127,2020-04-30,"positive",52918,"A"
"IN","Indiana ",6732219,2020-04-30,"positive",17835,"A+"
"KS","Kansas ",2913314,2020-04-30,"positive",4238,"A"
"KY","Kentucky ",4467673,2020-04-30,"positive",4539,"A"
"LA","Louisiana *",4648794,2020-04-30,"positive",28001,"B"
"MA","Massachusetts ",6892503,2020-04-30,"positive",62205,"A+"
"MD","Maryland *",6045680,2020-04-30,"positive",21742,"B"
"ME","Maine *",1344212,2020-04-30,"positive",1095,"B"
"MI","Michigan ",9986857,2020-04-30,"positive",41379,"A+"
"MN","Minnesota ",5639632,2020-04-30,"positive",5136,"A"
"MO","Missouri *",6840439,2020-04-30,"positive",7562,"B"
"MS","Mississippi ",2976149,2020-04-30,"positive",6815,"A"
"NC","North Carolina ",10488084,2020-04-30,"positive",10509,"A"
"NH","New Hampshire *",1359711,2020-04-30,"positive",2054,"B"
"NJ","New Jersey ",8882190,2020-04-30,"positive",118652,"A+"
"NV","Nevada ",3080156,2020-04-30,"positive",4998,"A+"
"NY","New York ",19453561,2020-04-30,"positive",304372,"A"
"OH","Ohio *",11689100,2020-04-30,"positive",18027,"B"
"OK","Oklahoma ",3956971,2020-04-30,"positive",3618,"A+"
"OR","Oregon ",4217737,2020-04-30,"positive",2510,"A+"
"PA","Pennsylvania ",12801989,2020-04-30,"positive",45763,"A+"
"PR","Puerto Rico *",2933408,2020-04-30,"positive",1539,"B"
"RI","Rhode Island ",1059361,2020-04-30,"positive",8621,"A+"
"SC","South Carolina ",5148714,2020-04-30,"positive",6095,"A"
"SD","South Dakota *",884659,2020-04-30,"positive",2449,"B"
"TN","Tennessee *",6829174,2020-04-30,"positive",10735,"B"
"TX","Texas *",28995881,2020-04-30,"positive",28087,"B"
"UT","Utah *",3205958,2020-04-30,"positive",4672,"B"
"VA","Virginia ",8535519,2020-04-30,"positive",15846,"A+"
"VT","Vermont *",623989,2020-04-30,"positive",879,"B"
"WA","Washington *",7614893,2020-04-30,"positive",15396,"B"
"WI","Wisconsin ",5822434,2020-04-30,"positive",6854,"A+"
"WV","West Virginia *",1792147,2020-04-30,"positive",1118,"B"
"AK","Alaska ",731545,2020-04-29,"positive",355,"A"
"AL","Alabama *",4903185,2020-04-29,"positive",6842,"B"
"AR","Arkansas ",3017804,2020-04-29,"positive",3192,"A"
"AZ","Arizona ",7278717,2020-04-29,"positive",7202,"A+"
"CA","California *",39512223,2020-04-29,"positive",46500,"B"
"CO","Colorado ",5758736,2020-04-29,"positive",14735,"A"
"CT","Connecticut *",3565287,2020-04-29,"positive",26767,"B"
"DC","District of Columbia ",705749,2020-04-29,"positive",4106,"A+"
"DE","Delaware ",973764,2020-04-29,"positive",4655,"A"
"FL","Florida ",21477737,2020-04-29,"positive",33193,"A"
"GA","Georgia ",10617423,2020-04-29,"positive",25572,"A"
"GU","Guam *",167772,2020-04-29,"positive",145,"B"
"IA","Iowa ",3155070,2020-04-29,"positive",6843,"A+"
"ID","Idaho ",1787065,2020-04-29,"positive",1952,"A"
"IL","Illinois ",16980127,2020-04-29,"positive",50355,"A"
"IN","Indiana ",6732219,2020-04-29,"positive",17182,"A+"
"KS","Kansas ",2913314,2020-04-29,"positive",3738,"A"
"KY","Kentucky ",4467673,2020-04-29,"positive",4375,"A"
"LA","Louisiana *",4648794,2020-04-29,"positive",27660,"B"
"MA","Massachusetts ",6892503,2020-04-29,"positive",60265,"A+"
"MD","Maryland *",6045680,2020-04-29,"positive",20849,"B"
"ME","Maine *",1344212,2020-04-29,"positive",1056,"B"
"MI","Michigan ",9986857,2020-04-29,"positive",40399,"A+"
"MN","Minnesota ",5639632,2020-04-29,"positive",4644,"A"
"MO","Missouri *",6840439,2020-04-29,"positive",7425,"B"
"MS","Mississippi ",2976149,2020-04-29,"positive",6569,"A"
"NC","North Carolina ",10488084,2020-04-29,"positive",9948,"A"
"NH","New Hampshire *",1359711,2020-04-29,"positive",2010,"B"
"NJ","New Jersey ",8882190,2020-04-29,"positive",116264,"A+"
"NV","Nevada ",3080156,2020-04-29,"positive",4898,"A+"
"NY","New York ",19453561,2020-04-29,"positive",299691,"A"
"OH","Ohio *",11689100,2020-04-29,"positive",17303,"B"
"OK","Oklahoma ",3956971,2020-04-29,"positive",3473,"A+"
"OR","Oregon ",4217737,2020-04-29,"positive",2446,"A+"
"PA","Pennsylvania ",12801989,2020-04-29,"positive",44366,"A+"
"PR","Puerto Rico *",2933408,2020-04-29,"positive",1433,"B"
"RI","Rhode Island ",1059361,2020-04-29,"positive",8247,"A+"
"SC","South Carolina ",5148714,2020-04-29,"positive",5881,"A"
"SD","South Dakota *",884659,2020-04-29,"positive",2373,"B"
"TN","Tennessee *",6829174,2020-04-29,"positive",10366,"B"
"TX","Texas *",28995881,2020-04-29,"positive",27054,"B"
"UT","Utah *",3205958,2020-04-29,"positive",4495,"B"
"VA","Virginia ",8535519,2020-04-29,"positive",14961,"A+"
"VT","Vermont *",623989,2020-04-29,"positive",866,"B"
"WA","Washington *",7614893,2020-04-29,"positive",15155,"B"
"WI","Wisconsin ",5822434,2020-04-29,"positive",6520,"A+"
"WV","West Virginia *",1792147,2020-04-29,"positive",1095,"B"
"AK","Alaska ",731545,2020-04-28,"positive",351,"A"
"AL","Alabama *",4903185,2020-04-28,"positive",6687,"B"
"AR","Arkansas ",3017804,2020-04-28,"positive",3111,"A"
"AZ","Arizona ",7278717,2020-04-28,"positive",6948,"A+"
"CA","California *",39512223,2020-04-28,"positive",45031,"B"
"CO","Colorado ",5758736,2020-04-28,"positive",13879,"A"
"CT","Connecticut *",3565287,2020-04-28,"positive",26312,"B"
"DC","District of Columbia ",705749,2020-04-28,"positive",3994,"A+"
"DE","Delaware ",973764,2020-04-28,"positive",4575,"A"
"FL","Florida ",21477737,2020-04-28,"positive",32846,"A"
"GA","Georgia ",10617423,2020-04-28,"positive",24615,"A"
"GU","Guam *",167772,2020-04-28,"positive",145,"B"
"IA","Iowa ",3155070,2020-04-28,"positive",6376,"A+"
"ID","Idaho ",1787065,2020-04-28,"positive",1917,"A"
"IL","Illinois ",16980127,2020-04-28,"positive",48102,"A"
"IN","Indiana ",6732219,2020-04-28,"positive",16588,"A+"
"KS","Kansas ",2913314,2020-04-28,"positive",3491,"A"
"KY","Kentucky ",4467673,2020-04-28,"positive",4146,"A"
"LA","Louisiana *",4648794,2020-04-28,"positive",27286,"B"
"MA","Massachusetts ",6892503,2020-04-28,"positive",58302,"A+"
"MD","Maryland *",6045680,2020-04-28,"positive",20113,"B"
"ME","Maine *",1344212,2020-04-28,"positive",1040,"B"
"MI","Michigan ",9986857,2020-04-28,"positive",39262,"A+"
"MN","Minnesota ",5639632,2020-04-28,"positive",4181,"A"
"MO","Missouri *",6840439,2020-04-28,"positive",7303,"B"
"MS","Mississippi ",2976149,2020-04-28,"positive",6342,"A"
"NC","North Carolina ",10488084,2020-04-28,"positive",9568,"A"
"NH","New Hampshire *",1359711,2020-04-28,"positive",1938,"B"
"NJ","New Jersey ",8882190,2020-04-28,"positive",113856,"A+"
"NV","Nevada ",3080156,2020-04-28,"positive",4805,"A+"
"NY","New York ",19453561,2020-04-28,"positive",295106,"A"
"OH","Ohio *",11689100,2020-04-28,"positive",16128,"B"
"OK","Oklahoma ",3956971,2020-04-28,"positive",3410,"A+"
"OR","Oregon ",4217737,2020-04-28,"positive",2354,"A+"
"PA","Pennsylvania ",12801989,2020-04-28,"positive",43264,"A+"
"PR","Puerto Rico *",2933408,2020-04-28,"positive",1400,"B"
"RI","Rhode Island ",1059361,2020-04-28,"positive",7926,"A+"
"SC","South Carolina ",5148714,2020-04-28,"positive",5613,"A"
"SD","South Dakota *",884659,2020-04-28,"positive",2313,"B"
"TN","Tennessee *",6829174,2020-04-28,"positive",10052,"B"
"TX","Texas *",28995881,2020-04-28,"positive",26171,"B"
"UT","Utah *",3205958,2020-04-28,"positive",4343,"B"
"VA","Virginia ",8535519,2020-04-28,"positive",14339,"A+"
"VT","Vermont *",623989,2020-04-28,"positive",862,"B"
"WA","Washington *",7614893,2020-04-28,"positive",14837,"B"
"WI","Wisconsin ",5822434,2020-04-28,"positive",6289,"A+"
"WV","West Virginia *",1792147,2020-04-28,"positive",1079,"B"
"AK","Alaska ",731545,2020-04-27,"positive",345,"A"
"AL","Alabama *",4903185,2020-04-27,"positive",6499,"B"
"AR","Arkansas ",3017804,2020-04-27,"positive",3017,"A"
"AZ","Arizona ",7278717,2020-04-27,"positive",6716,"A+"
"CA","California *",39512223,2020-04-27,"positive",43464,"B"
"CO","Colorado ",5758736,2020-04-27,"positive",13441,"A"
"CT","Connecticut *",3565287,2020-04-27,"positive",25269,"B"
"DC","District of Columbia ",705749,2020-04-27,"positive",3892,"A+"
"DE","Delaware ",973764,2020-04-27,"positive",4162,"A"
"FL","Florida ",21477737,2020-04-27,"positive",32138,"A"
"GA","Georgia ",10617423,2020-04-27,"positive",23913,"A"
"GU","Guam *",167772,2020-04-27,"positive",144,"B"
"IA","Iowa ",3155070,2020-04-27,"positive",5868,"A+"
"ID","Idaho ",1787065,2020-04-27,"positive",1897,"A"
"IL","Illinois ",16980127,2020-04-27,"positive",45883,"A"
"IN","Indiana ",6732219,2020-04-27,"positive",15961,"A+"
"KS","Kansas ",2913314,2020-04-27,"positive",3328,"A"
"KY","Kentucky ",4467673,2020-04-27,"positive",4074,"A"
"LA","Louisiana *",4648794,2020-04-27,"positive",27068,"B"
"MA","Massachusetts ",6892503,2020-04-27,"positive",56462,"A+"
"MD","Maryland *",6045680,2020-04-27,"positive",19487,"B"
"ME","Maine *",1344212,2020-04-27,"positive",1023,"B"
"MI","Michigan ",9986857,2020-04-27,"positive",38210,"A+"
"MN","Minnesota ",5639632,2020-04-27,"positive",3816,"A"
"MO","Missouri *",6840439,2020-04-27,"positive",7171,"B"
"MS","Mississippi ",2976149,2020-04-27,"positive",6094,"A"
"NC","North Carolina ",10488084,2020-04-27,"positive",9142,"A"
"NH","New Hampshire *",1359711,2020-04-27,"positive",1864,"B"
"NJ","New Jersey ",8882190,2020-04-27,"positive",111188,"A+"
"NV","Nevada ",3080156,2020-04-27,"positive",4690,"A+"
"NY","New York ",19453561,2020-04-27,"positive",291996,"A"
"OH","Ohio *",11689100,2020-04-27,"positive",15699,"B"
"OK","Oklahoma ",3956971,2020-04-27,"positive",3280,"A+"
"OR","Oregon ",4217737,2020-04-27,"positive",2354,"A+"
"PA","Pennsylvania ",12801989,2020-04-27,"positive",42050,"A+"
"PR","Puerto Rico *",2933408,2020-04-27,"positive",1389,"B"
"RI","Rhode Island ",1059361,2020-04-27,"positive",7708,"A+"
"SC","South Carolina ",5148714,2020-04-27,"positive",5490,"A"
"SD","South Dakota *",884659,2020-04-27,"positive",2245,"B"
"TN","Tennessee *",6829174,2020-04-27,"positive",9918,"B"
"TX","Texas *",28995881,2020-04-27,"positive",25297,"B"
"UT","Utah *",3205958,2020-04-27,"positive",4233,"B"
"VA","Virginia ",8535519,2020-04-27,"positive",13535,"A+"
"VT","Vermont *",623989,2020-04-27,"positive",862,"B"
"WA","Washington *",7614893,2020-04-27,"positive",14557,"B"
"WI","Wisconsin ",5822434,2020-04-27,"positive",6081,"A+"
"WV","West Virginia *",1792147,2020-04-27,"positive",1063,"B"
"AK","Alaska ",731545,2020-04-26,"positive",341,"A"
"AL","Alabama *",4903185,2020-04-26,"positive",6270,"B"
"AR","Arkansas ",3017804,2020-04-26,"positive",2941,"A"
"AZ","Arizona ",7278717,2020-04-26,"positive",6526,"A+"
"CA","California *",39512223,2020-04-26,"positive",42164,"B"
"CO","Colorado ",5758736,2020-04-26,"positive",12968,"A"
"CT","Connecticut *",3565287,2020-04-26,"positive",25269,"B"
"DC","District of Columbia ",705749,2020-04-26,"positive",3841,"A+"
"DE","Delaware ",973764,2020-04-26,"positive",4034,"A"
"FL","Florida ",21477737,2020-04-26,"positive",31528,"A"
"GA","Georgia ",10617423,2020-04-26,"positive",23401,"A"
"GU","Guam *",167772,2020-04-26,"positive",141,"B"
"IA","Iowa ",3155070,2020-04-26,"positive",5476,"A+"
"ID","Idaho ",1787065,2020-04-26,"positive",1887,"A"
"IL","Illinois ",16980127,2020-04-26,"positive",43903,"A"
"IN","Indiana ",6732219,2020-04-26,"positive",15012,"A+"
"KS","Kansas ",2913314,2020-04-26,"positive",3174,"A"
"KY","Kentucky ",4467673,2020-04-26,"positive",3905,"A"
"LA","Louisiana *",4648794,2020-04-26,"positive",26773,"B"
"MA","Massachusetts ",6892503,2020-04-26,"positive",54938,"A+"
"MD","Maryland *",6045680,2020-04-26,"positive",18581,"B"
"ME","Maine *",1344212,2020-04-26,"positive",1015,"B"
"MI","Michigan ",9986857,2020-04-26,"positive",37778,"A+"
"MN","Minnesota ",5639632,2020-04-26,"positive",3602,"A"
"MO","Missouri *",6840439,2020-04-26,"positive",6997,"B"
"MS","Mississippi ",2976149,2020-04-26,"positive",5911,"A"
"NC","North Carolina ",10488084,2020-04-26,"positive",8830,"A"
"NH","New Hampshire *",1359711,2020-04-26,"positive",1787,"B"
"NJ","New Jersey ",8882190,2020-04-26,"positive",109038,"A+"
"NV","Nevada ",3080156,2020-04-26,"positive",4602,"A+"
"NY","New York ",19453561,2020-04-26,"positive",288045,"A"
"OH","Ohio *",11689100,2020-04-26,"positive",15963,"B"
"OK","Oklahoma ",3956971,2020-04-26,"positive",3253,"A+"
"OR","Oregon ",4217737,2020-04-26,"positive",2311,"A+"
"PA","Pennsylvania ",12801989,2020-04-26,"positive",41165,"A+"
"PR","Puerto Rico *",2933408,2020-04-26,"positive",1371,"B"
"RI","Rhode Island ",1059361,2020-04-26,"positive",7439,"A+"
"SC","South Carolina ",5148714,2020-04-26,"positive",5490,"A"
"SD","South Dakota *",884659,2020-04-26,"positive",2212,"B"
"TN","Tennessee *",6829174,2020-04-26,"positive",9667,"B"
"TX","Texas *",28995881,2020-04-26,"positive",24631,"B"
"UT","Utah *",3205958,2020-04-26,"positive",4123,"B"
"VA","Virginia ",8535519,2020-04-26,"positive",12970,"A+"
"VT","Vermont *",623989,2020-04-26,"positive",855,"B"
"WA","Washington *",7614893,2020-04-26,"positive",14204,"B"
"WI","Wisconsin ",5822434,2020-04-26,"positive",5911,"A+"
"WV","West Virginia *",1792147,2020-04-26,"positive",1044,"B"
"AK","Alaska ",731545,2020-04-25,"positive",339,"A"
"AL","Alabama *",4903185,2020-04-25,"positive",6137,"B"
"AR","Arkansas ",3017804,2020-04-25,"positive",2829,"A"
"AZ","Arizona ",7278717,2020-04-25,"positive",6280,"A+"
"CA","California *",39512223,2020-04-25,"positive",41137,"B"
"CO","Colorado ",5758736,2020-04-25,"positive",12256,"A"
"CT","Connecticut *",3565287,2020-04-25,"positive",24582,"B"
"DC","District of Columbia ",705749,2020-04-25,"positive",3699,"A+"
"DE","Delaware ",973764,2020-04-25,"positive",3576,"A"
"FL","Florida ",21477737,2020-04-25,"positive",30839,"A"
"GA","Georgia ",10617423,2020-04-25,"positive",22695,"A"
"GU","Guam *",167772,2020-04-25,"positive",141,"B"
"IA","Iowa ",3155070,2020-04-25,"positive",5092,"A+"
"ID","Idaho ",1787065,2020-04-25,"positive",1870,"A"
"IL","Illinois ",16980127,2020-04-25,"positive",41777,"A"
"IN","Indiana ",6732219,2020-04-25,"positive",14395,"A+"
"KS","Kansas ",2913314,2020-04-25,"positive",3056,"A"
"KY","Kentucky ",4467673,2020-04-25,"positive",3779,"A"
"LA","Louisiana *",4648794,2020-04-25,"positive",26512,"B"
"MA","Massachusetts ",6892503,2020-04-25,"positive",53348,"A+"
"MD","Maryland *",6045680,2020-04-25,"positive",17766,"B"
"ME","Maine *",1344212,2020-04-25,"positive",990,"B"
"MI","Michigan ",9986857,2020-04-25,"positive",37203,"A+"
"MN","Minnesota ",5639632,2020-04-25,"positive",3446,"A"
"MO","Missouri *",6840439,2020-04-25,"positive",6826,"B"
"MS","Mississippi ",2976149,2020-04-25,"positive",5718,"A"
"NC","North Carolina ",10488084,2020-04-25,"positive",8623,"A"
"NH","New Hampshire *",1359711,2020-04-25,"positive",1720,"B"
"NJ","New Jersey ",8882190,2020-04-25,"positive",105523,"A+"
"NV","Nevada ",3080156,2020-04-25,"positive",4539,"A+"
"NY","New York ",19453561,2020-04-25,"positive",282143,"A"
"OH","Ohio *",11689100,2020-04-25,"positive",15587,"B"
"OK","Oklahoma ",3956971,2020-04-25,"positive",3193,"A+"
"OR","Oregon ",4217737,2020-04-25,"positive",2253,"A+"
"PA","Pennsylvania ",12801989,2020-04-25,"positive",40049,"A+"
"PR","Puerto Rico *",2933408,2020-04-25,"positive",1307,"B"
"RI","Rhode Island ",1059361,2020-04-25,"positive",7129,"A+"
"SC","South Carolina ",5148714,2020-04-25,"positive",5253,"A"
"SD","South Dakota *",884659,2020-04-25,"positive",2147,"B"
"TN","Tennessee *",6829174,2020-04-25,"positive",9189,"B"
"TX","Texas *",28995881,2020-04-25,"positive",23773,"B"
"UT","Utah *",3205958,2020-04-25,"positive",3948,"B"
"VA","Virginia ",8535519,2020-04-25,"positive",12366,"A+"
"VT","Vermont *",623989,2020-04-25,"positive",852,"B"
"WA","Washington *",7614893,2020-04-25,"positive",14098,"B"
"WI","Wisconsin ",5822434,2020-04-25,"positive",5687,"A+"
"WV","West Virginia *",1792147,2020-04-25,"positive",1020,"B"
"AK","Alaska ",731545,2020-04-24,"positive",339,"A"
"AL","Alabama *",4903185,2020-04-24,"positive",5832,"B"
"AR","Arkansas ",3017804,2020-04-24,"positive",2741,"A"
